portid,ISO3,continent,lat,lon,vessel_count_total,vessel_count_container,vessel_count_dry_bulk,vessel_count_general_cargo,vessel_count_RoRo,vessel_count_tanker,industry_top1,industry_top2,industry_top3,share_country_maritime_import,share_country_maritime_export,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,disaster_indicator,resilience_cluster,portname,impact_score,cargo_redistributed,available_capacity,cargo_received
port1110,DMA,North America,15.3119678,-61.38909145,237,66,37,49,6,78,Mineral Products,Prepared Foodstuffs & Beverages,Wood & Wood Products,100.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.570911543851,0.0,335.570911543851,0,1,Roseau,0,,237.0,474.0
port1111,DEU,Europe,54.13941739,12.11018087,2226,220,204,1341,62,397,Mineral Products,Chemical & Allied Industries,Metals,5.81,7.19,1.0,2.0,10.0,0.0,1.0,13.0,14.0,100.391232121725,0.0,8942.07419850002,0.0,0.0,9042.46543062174,9042.46543062174,0.0,85610.0605641184,5061.50089331458,0.0,0.0,90671.561457433,90671.561457433,0,1,Rostock,0,,0.0,0.0
port1112,RUS,Europe,47.19478382,39.67937527,4152,3,88,3105,0,956,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.51,1.5,0.0,1.0,72.0,0.0,3.0,73.0,76.0,0.0,49.7302424593346,515.988186537705,0.0,0.0,565.71842899704,565.71842899704,0.0,1450.06938727479,91770.1293620228,0.0,1625.90666393341,93220.1987492975,94846.105413231,0,1,Rostov-Na-Donu,0,,3586.28157100296,0.0
port1113,MNP,Asia & Pacific,14.13525179,145.1338618,20,0,0,12,0,8,Metals,Machinery & Electrical Equipment,Mineral Products,6.74,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Rota,0,,20.0,60.0
port1114,NLD,Europe,51.92228121,4.215144967,23415,7274,1135,6283,262,8460,Mineral Products,Chemical & Allied Industries,Vegetable Products,75.54,66.39,50.0,15.0,43.0,0.0,75.0,108.0,183.0,123511.481736567,368549.319543152,40517.6666158838,0.0,547314.810445297,532578.467895603,1079893.2783409,172035.608278769,9539.80145499155,39580.9694961781,0.0,244431.430123457,221156.379229938,465587.809353395,0,1,Rotterdam,0,,0.0,0.0
port1115,USA,North America,42.28431795,-83.12895689,578,7,509,30,0,32,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.69,0.07,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4989.76691171627,0.0,0.0,0.0,4989.76691171627,4989.76691171627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Rouge River,0,,0.0,0.0
port1116,JPN,Asia & Pacific,43.95875013,141.6401697,163,0,40,45,0,77,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.04,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,17424.0409881916,0.0,0.0,0.0,17424.0409881916,17424.0409881916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Rumoi,0,,0.0,0.0
port1117,QAT,Asia & Pacific,26.14559103,51.20530511,99,0,0,96,0,2,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Al Ruwais,0,,99.0,0.0
port1118,MAR,Africa,32.308167,-9.246595804,410,18,135,113,0,143,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,2.56,7.13,0.0,3.0,2.0,0.0,1.0,5.0,6.0,0.0,29314.2348675519,0.0,0.0,0.0,29314.2348675519,29314.2348675519,0.0,24974.1628353337,8012.17503751243,0.0,5039.07771715746,32986.3378728461,38025.4155900036,0,1,Safi,0,,0.0,0.0
port1119,JPN,Asia & Pacific,33.25466589,131.8752029,494,0,112,231,0,150,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.24,0.93,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,11003.0646644883,0.0,0.0,82.4177138310323,11003.0646644883,11085.4823783194,0.0,0.0,0.0,0.0,318.683453673269,0.0,318.683453673269,0,1,Saganoseki,0,,0.0,0.0
port112,IDN,Asia & Pacific,-3.288021408,114.562927,1512,294,80,557,149,431,Mineral Products,Wood & Wood Products,Vegetable Products,0.31,0.04,2.0,0.0,1.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,667.591436695478,0.0,667.591436695478,0.0,0.0,0.0,0.0,86.2656879699477,0.0,86.2656879699477,0,1,Banjarmasin,0,,844.408563304522,844.408563304522
port1120,ESP,Europe,39.64480991,-0.223272004,1064,216,72,575,118,82,Mineral Products,Metals,Chemical & Allied Industries,1.75,0.83,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1198.17553740215,0.0,0.0,0.0,0.0,1198.17553740215,1198.17553740215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Sagunto,0,,0.0,0.0
port1123,GUF,South America,5.494341708,-54.03546538,12,0,0,12,0,0,Wood & Wood Products,Mineral Products,Vegetable Products,1.77,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Saint-Laurent-du-Maroni,0,,12.0,24.0
port1124,FRA,Europe,48.64519607,-2.017868311,233,10,0,189,0,32,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.49,0.08,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,9825.64020386512,0.0,0.0,9825.64020386512,9825.64020386512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Saint-Malo,0,,0.0,0.0
port1125,HTI,North America,19.10948777,-72.70279036,56,0,0,35,21,0,Vegetable Products,Mineral Products,Chemical & Allied Industries,2.96,1.59,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1882.21453833331,0.0,0.0,1882.21453833331,1882.21453833331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Saint-Marc,0,,0.0,0.0
port1126,MNP,Asia & Pacific,15.22514305,145.7349106,178,79,6,61,4,27,Prepared Foodstuffs & Beverages,Mineral Products,Animal & Animal Products,90.11,96.47,1.0,0.0,0.0,0.0,0.0,1.0,1.0,910.249158190832,0.0,0.0,0.0,0.0,910.249158190832,910.249158190832,252.260511936338,0.0,0.0,0.0,0.0,252.260511936338,252.260511936338,0,3,Saipan,0,,0.0,0.0
port1127,JPN,Asia & Pacific,35.53273365,133.2326172,594,135,155,174,0,129,Wood & Wood Products,Vegetable Products,Machinery & Electrical Equipment,0.25,0.13,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.8733822851,0.0,0.0,0.0,0.0,1137.8733822851,1137.8733822851,0,1,Sakai,0,,594.0,560.39988575186
port1128,JPN,Asia & Pacific,34.5578402,135.4223815,7771,82,469,2475,377,4365,Mineral Products,Chemical & Allied Industries,Metals,2.65,1.76,0.0,2.0,14.0,2.0,13.0,18.0,31.0,0.0,0.0,3168.42583140181,0.0,40439.4727085504,3168.42583140181,43607.8985399522,0.0,0.0,0.0,1480.25077807064,0.0,1480.25077807064,1480.25077807064,0,1,Sakaisenboku,0,,0.0,0.0
port1129,JPN,Asia & Pacific,34.34045119,133.8496122,2583,0,229,791,41,1520,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.74,0.71,0.0,2.0,6.0,0.0,5.0,8.0,13.0,0.0,47949.0908780862,1216.34647589697,0.0,0.0,49165.4373539832,49165.4373539832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Sakaide,0,,0.0,0.0
port113,GMB,Africa,13.44443552,-16.57415168,218,101,50,34,0,31,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,100.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5207.75186648246,0.0,0.0,0.0,0.0,5207.75186648246,5207.75186648246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Banjul,0,,0.0,0.0
port1130,JPN,Asia & Pacific,38.94531105,139.8219174,336,92,105,79,0,60,Mineral Products,Wood & Wood Products,Vegetable Products,0.3,0.11,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,39613.1420363371,0.0,0.0,0.0,39613.1420363371,39613.1420363371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Sakato,0,,0.0,0.0
port1131,CPV,Africa,16.17932575,-22.92482194,158,19,0,109,0,29,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,2.71,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Sal Rei,0,,158.0,0.0
port1132,PER,South America,-8.22602573,-78.98129178,192,1,156,29,0,5,Mineral Products,Vegetable Products,Chemical & Allied Industries,6.22,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Salaverry,0,,192.0,192.0
port1133,ZAF,Africa,-32.99778093,18.00771256,549,0,481,12,0,54,Mineral Products,Metals,Chemical & Allied Industries,5.45,31.62,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231887.277733103,0.0,0.0,0.0,231887.277733103,231887.277733103,0,1,Saldanha Bay,0,,549.0,549.0
port1135,ITA,Europe,40.67414577,14.74602948,999,451,27,327,93,100,Mineral Products,Vegetable Products,Wood & Wood Products,0.76,1.65,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1851.19730675539,0.0,0.0,1851.19730675539,1851.19730675539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Salerno,0,,0.0,0.0
port1136,MEX,North America,16.19017688,-95.18846509,259,8,6,11,0,233,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.13,8.33,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9456.60194888899,0.0,9456.60194888899,0,1,Salina Cruz,0,,259.0,0.0
port1137,IDN,Asia & Pacific,-0.551281498,117.1922256,631,249,39,148,0,195,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.15,0.08,1.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Samarinda,0,,631.0,631.0
port1138,IDN,Asia & Pacific,-2.50712718,112.9748253,555,29,15,222,0,288,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.05,0.09,1.0,0.0,5.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.45860617868,0.0,3339.14854678371,1519.45860617868,4858.60715296239,0,1,Sampit,0,,555.0,555.0
port1139,TUR,Europe,41.26087063,36.41526479,2735,135,200,2073,0,326,Mineral Products,Chemical & Allied Industries,Metals,3.79,2.35,1.0,0.0,27.0,0.0,2.0,28.0,30.0,1258.55732286455,0.0,33293.8321423889,0.0,7939.95568032776,34552.3894652534,42492.3451455812,0.0,0.0,6895.01184340208,0.0,0.0,6895.01184340208,6895.01184340208,0,1,Samsun,0,,0.0,0.0
port114,IDN,Asia & Pacific,-6.016931808,105.9675676,1460,3,543,254,0,659,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,17.44,2.17,0.0,9.0,4.0,0.0,2.0,13.0,15.0,0.0,324358.646890568,20020.6940780931,0.0,16893.9165259098,344379.340968661,361273.257494571,0.0,0.0,6677.60644403559,0.0,0.0,6677.60644403559,6677.60644403559,0,1,Banten,0,,0.0,0.0
port1140,USA,North America,32.68538625,-117.1471772,294,57,19,58,156,2,Mineral Products,Vegetable Products,Wood & Wood Products,0.31,0.06,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7242.90954812051,0.0,0.0,0.0,0.0,7242.90954812051,7242.90954812051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,San Diego,0,,0.0,0.0
port1141,USA,North America,37.75519022,-122.3870814,75,3,17,5,30,18,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,San Francisco,0,,75.0,0.0
port1142,ITA,Europe,45.78711073,13.22900917,271,7,12,250,0,0,Metals,Mineral Products,Prepared Foodstuffs & Beverages,0.18,0.46,1.0,0.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,1923.73543009097,0.0,0.0,1923.73543009097,1923.73543009097,1480.67504334073,0.0,10399.8229013902,0.0,0.0,11880.4979447309,11880.4979447309,0,1,San Giorgio,0,,0.0,0.0
port1143,PRI,North America,18.43781552,-66.1159749,1207,574,98,225,88,220,Mineral Products,Chemical & Allied Industries,Wood & Wood Products,71.48,57.18,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,247.886102488427,0.0,5902.35140652413,247.886102488427,6150.23750901256,0.0,0.0,83.4746757083966,0.0,0.0,83.4746757083966,83.4746757083966,0,1,San Juan,0,,0.0,0.0
port1145,ARG,South America,-33.39126531,-60.12831101,306,16,205,10,0,73,Mineral Products,Vegetable Products,Chemical & Allied Industries,22.88,0.61,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,19897.4035975544,0.0,0.0,0.0,19897.4035975544,19897.4035975544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,San Nicolas,0,,0.0,0.0
port1146,CIV,Africa,4.744742838,-6.618654452,235,137,73,13,0,11,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,7.08,38.34,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,362.869420127842,0.0,0.0,362.869420127842,362.869420127842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,San Pedro,0,,0.0,0.0
port1147,DOM,North America,18.44604634,-69.31037894,223,1,13,40,0,167,Mineral Products,Chemical & Allied Industries,Stone & Glass,9.65,14.28,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,5205.10669545193,0.0,9980.57240766218,5205.10669545193,15185.6791031141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,San Pedro De Macoris,0,,0.0,0.0
port1148,NOR,Europe,66.02360624,12.65364034,134,4,3,78,0,48,Mineral Products,Chemical & Allied Industries,Metals,0.34,0.09,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,Sandnessjoen,0,,134.0,134.0
port1149,USA,North America,41.45831439,-82.72983385,210,0,204,5,0,0,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Sandusky,0,,210.0,420.0
port115,TUN,Africa,37.25993301,9.873087666,376,74,62,131,0,109,Mineral Products,Chemical & Allied Industries,Vegetable Products,23.47,8.29,1.0,0.0,0.0,0.0,1.0,1.0,2.0,889.019179181145,0.0,0.0,0.0,12627.8885533251,889.019179181145,13516.9077325062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Bizerta,0,,0.0,0.0
port1150,RUS,Europe,59.89971977,30.11218353,4474,865,458,1544,104,1501,Mineral Products,Chemical & Allied Industries,Wood & Wood Products,9.39,6.06,6.0,4.0,16.0,0.0,13.0,26.0,39.0,239.767538803397,8187.02100885411,931.010225418991,0.0,1220.97501713845,9357.79877307649,10578.7737902149,22980.4309105815,51030.0882837705,27232.8253141955,0.0,18848.8322944824,101243.344508548,120092.17680303,0,1,Saint Petersburg,0,,0.0,0.0
port1151,CHN,Asia & Pacific,37.41485613,119.9564727,339,1,95,65,0,177,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.3,0.15,0.0,3.0,1.0,0.0,1.0,4.0,5.0,0.0,71629.0384566051,0.0,0.0,979.505704791096,71629.0384566051,72608.5441613962,0.0,0.0,2859.05917425987,0.0,0.0,2859.05917425987,2859.05917425987,0,1,Sanshandaocun,0,,0.0,0.0
port1152,ESP,Europe,28.67612458,-17.76700891,208,86,7,51,0,63,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.07,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Santa Cruz De La Palma,0,,208.0,0.0
port1153,ESP,Europe,28.47777935,-16.23572334,1553,767,47,292,15,431,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,2.25,1.04,2.0,1.0,2.0,0.0,3.0,5.0,8.0,4428.92523576004,2735.13780052129,0.0,0.0,1608.40317562063,7164.06303628132,8772.46621190195,0.0,0.0,3508.748382047,0.0,2441.47226592617,3508.748382047,5950.22064797318,0,1,Santa Cruz De Tenerife,0,,0.0,0.0
port1154,COL,South America,11.25145763,-74.21500894,718,354,185,64,42,72,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,11.17,3.52,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,20790.4942026886,0.0,0.0,0.0,20790.4942026886,20790.4942026886,0.0,0.0,16287.473373393,0.0,0.0,16287.473373393,16287.473373393,0,1,Santa Marta,0,,0.0,0.0
port1155,ESP,Europe,43.42618793,-3.821288327,1182,72,99,692,253,65,Mineral Products,Vehicles & Equipment,Vegetable Products,1.32,1.3,1.0,1.0,7.0,1.0,0.0,10.0,10.0,317.642955761656,11531.6812123457,8834.49345613119,579.520321065606,0.0,21263.3379453041,21263.3379453041,366.183412483653,0.0,15886.5132956812,0.0,0.0,16252.6967081649,16252.6967081649,0,1,Santander,0,,0.0,0.0
port1156,CUB,North America,20.01383068,-75.85638962,228,49,52,50,0,76,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,14.36,10.65,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,734.524159095865,0.0,0.0,3099.80081196122,734.524159095865,3834.32497105709,0.0,800.470764831374,0.0,0.0,0.0,800.470764831374,800.470764831374,0,1,Santiago De Cuba,0,,0.0,0.0
port1158,DOM,North America,18.47043993,-69.88004306,262,7,35,83,120,15,Mineral Products,Metals,Vegetable Products,5.8,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Santo Domingo,0,,262.0,262.0
port1159,GTM,North America,15.70940032,-88.60823053,1325,985,79,66,16,178,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,22.65,57.51,5.0,1.0,0.0,0.0,0.0,6.0,6.0,5354.53071228047,2096.28630671311,0.0,0.0,0.0,7450.81701899357,7450.81701899357,8601.51539989016,0.0,0.0,0.0,0.0,8601.51539989016,8601.51539989016,0,1,Puerto Barrios,0,,0.0,0.0
port116,MNE,Europe,42.08849912,19.08454828,255,61,37,124,7,25,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,99.92,97.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Bar,0,,255.0,510.0
port1160,BRA,South America,-23.91706787,-46.33656353,4943,1976,1508,328,162,968,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,17.09,18.8,7.0,14.0,3.0,0.0,5.0,24.0,29.0,60449.664333071,34706.6450250635,8963.39732240324,0.0,20617.0277180474,104119.706680538,124736.734398585,44284.3418058503,187374.86358805,24371.8585736387,0.0,10941.4280928571,256031.063967539,266972.492060396,0,1,Santos,0,,0.0,0.0
port1161,BRA,South America,-26.210395,-48.62047395,405,4,327,67,0,7,Vegetable Products,Mineral Products,Wood & Wood Products,2.11,1.1,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,2283.90474635016,27049.4926468791,0.0,0.0,29333.3973932292,29333.3973932292,0.0,9474.58366867149,0.0,0.0,0.0,9474.58366867149,9474.58366867149,0,1,Sao Francisco,0,,0.0,0.0
port1162,BRA,South America,-23.8024977,-45.40625029,739,4,31,26,0,677,Mineral Products,Chemical & Allied Industries,Vegetable Products,7.49,1.29,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,57905.1940849476,0.0,57905.1940849476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Sao Sebastiao,0,,0.0,0.0
port1163,STP,Africa,0.352160125,6.652341024,20,0,0,10,0,9,Prepared Foodstuffs & Beverages,Mineral Products,Chemical & Allied Industries,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Sao Tome,0,,20.0,0.0
port1164,MYS,Asia & Pacific,6.074811315,116.1258948,697,353,58,21,17,247,Machinery & Electrical Equipment,Mineral Products,Prepared Foodstuffs & Beverages,1.93,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1031.26868741661,0.0,1031.26868741661,0.0,0.0,0.0,0.0,26.8631516472692,0.0,26.8631516472692,0,1,Port of Sabah,1,,0.0,0.0
port1165,NGA,Africa,5.921430709,5.647356031,138,0,8,0,0,130,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.92,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1719.37290267645,0.0,1719.37290267645,0.0,0.0,0.0,0.0,689.431429175347,0.0,689.431429175347,0,1,Sapele,0,,0.0,0.0
port1166,CAN,North America,42.95496401,-82.41332422,588,0,402,12,0,173,Mineral Products,Chemical & Allied Industries,Stone & Glass,3.89,0.48,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2283.32481472866,0.0,2283.32481472866,0.0,0.0,0.0,0.0,1326.40129051487,0.0,1326.40129051487,0,1,Sarnia,0,,0.0,0.0
port1167,ITA,Europe,39.08586095,9.013000658,658,0,0,0,0,658,Mineral Products,Chemical & Allied Industries,Stone & Glass,5.0,8.35,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,91843.9312183147,0.0,91843.9312183147,0.0,0.0,0.0,0.0,11962.7397255528,0.0,11962.7397255528,0,1,Sarroch Oil Terminal,0,,0.0,0.0
port1168,DEU,Europe,54.4854516,13.58980771,206,7,25,168,0,4,Mineral Products,Wood & Wood Products,Vegetable Products,0.34,0.87,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2136.38407857598,0.0,0.0,2136.38407857598,2136.38407857598,0.0,19042.82594768,0.0,0.0,0.0,19042.82594768,19042.82594768,0,1,Sassnitz,0,,0.0,0.0
port1169,NOR,Europe,59.64619296,6.360780684,254,18,19,217,0,0,Mineral Products,Chemical & Allied Industries,Vegetable Products,1.8,0.41,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,9777.76382991395,0.0,0.0,0.0,9777.76382991395,9777.76382991395,0.0,0.0,2779.57706194886,0.0,0.0,2779.57706194886,2779.57706194886,0,3,Sauda,0,,0.0,0.0
port117,USA,North America,21.3105197,-158.1040287,148,0,28,2,0,117,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.98,0.04,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11988.7243017972,0.0,11988.7243017972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Barbor's Point,0,,0.0,0.0
port1170,USA,North America,32.10402454,-81.10052022,2300,1615,209,144,111,219,Mineral Products,Wood & Wood Products,Vegetable Products,3.54,1.24,7.0,1.0,1.0,1.0,2.0,10.0,12.0,23890.3471353954,7619.75999999999,13266.2826710032,712.284670065743,7220.94611528865,45488.6744764644,52709.620591753,6410.66591495203,0.0,0.0,0.0,0.0,6410.66591495203,6410.66591495203,0,1,Savannah,0,,0.0,0.0
port1171,ITA,Europe,44.31020779,8.493827276,704,59,57,466,86,35,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,1.55,0.83,0.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,9886.29006296549,5617.93700157158,0.0,0.0,15504.2270645371,15504.2270645371,0.0,0.0,510.516014522683,0.0,0.0,510.516014522683,510.516014522683,0,1,Savona,0,,0.0,0.0
port1172,SDN,Africa,19.1159604,37.34948178,406,2,0,374,18,10,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,2.24,2.56,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,1215.96903475465,0.0,0.0,1215.96903475465,1215.96903475465,0.0,0.0,4896.79944789195,0.0,0.0,4896.79944789195,4896.79944789195,0,1,Suakin,0,,0.0,0.0
port1173,LBN,Asia & Pacific,33.60355327,35.39507828,247,4,5,123,0,113,Mineral Products,Stone & Glass,Chemical & Allied Industries,14.43,11.06,0.0,0.0,3.0,0.0,2.0,3.0,5.0,0.0,0.0,2485.24387593763,0.0,8507.76264889479,2485.24387593763,10993.0065248324,0.0,0.0,3725.85900222789,0.0,0.0,3725.85900222789,3725.85900222789,0,1,Saida,0,,0.0,0.0
port1174,USA,North America,44.45613077,-68.90260152,63,3,18,7,0,34,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Searsport,0,,63.0,126.0
port1175,USA,North America,47.57185015,-122.3457616,604,471,111,11,0,9,Mineral Products,Vegetable Products,Wood & Wood Products,0.71,0.96,3.0,2.0,1.0,0.0,0.0,6.0,6.0,2898.12496404914,8569.26159719422,4129.04833422851,0.0,0.0,15596.4348954719,15596.4348954719,9542.09915701435,39241.5140738927,0.0,0.0,0.0,48783.6132309071,48783.6132309071,0,1,Seattle,0,,0.0,0.0
port1176,SLB,Asia & Pacific,-8.58688616,157.9341434,4,0,4,0,0,0,Wood & Wood Products,Prepared Foodstuffs & Beverages,Animal & Animal Products,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Seghe,0,,4.0,12.0
port1177,GHA,Africa,4.938594581,-1.702414171,8,0,0,0,0,7,Prepared Foodstuffs & Beverages,Mineral Products,Vegetable Products,0.08,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Sekondi,0,,8.0,8.0
