portid,ISO3,continent,lat,lon,vessel_count_total,vessel_count_container,vessel_count_dry_bulk,vessel_count_general_cargo,vessel_count_RoRo,vessel_count_tanker,industry_top1,industry_top2,industry_top3,share_country_maritime_import,share_country_maritime_export,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,disaster_indicator,resilience_cluster,portname,impact_score,cargo_redistributed,available_capacity,cargo_received
port1030,NIC,North America,14.0223709,-83.38873222,2,0,0,0,0,2,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Puerto Cabezas,0,0.0,,
port1144,MEX,North America,20.57479256,-87.13206904,148,3,120,24,0,0,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.3,6.93,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6750.4425250405,0.0,0.0,0.0,6750.4425250405,6750.4425250405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,San Miguel De Cozumel,0,0.0,,
port1192,CHN,Asia & Pacific,24.6609656,118.4382757,20,0,0,10,0,9,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Shijing Longxiang,0,0.0,,
port1245,USA,North America,46.17600891,-60.21659641,80,0,34,0,0,45,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Sydney,0,0.0,,
port125,PHL,Asia & Pacific,13.74477092,121.0239173,2196,361,125,320,290,1099,Mineral Products,Chemical & Allied Industries,Stone & Glass,9.5,4.97,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.43933834074,0.0,0.0,0.0,0.0,2173.43933834074,2173.43933834074,1,1,Batangas City,0,2173.43933834074,,
port126,USA,North America,30.43704677,-91.20632261,346,0,107,8,0,230,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.45,1.28,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14037.5128614747,0.0,0.0,513.319086812509,14037.5128614747,14550.8319482872,1,1,Baton Rouge,0,14550.8319482872,,
port1307,MDG,Africa,-23.37321861,43.66993419,63,0,15,29,0,19,Mineral Products,Vegetable Products,Chemical & Allied Industries,2.75,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Toliara,0,0.0,,
port1331,IND,Asia & Pacific,8.765928225,78.18889725,1294,483,362,313,0,136,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,4.66,1.19,2.0,5.0,1.0,0.0,0.0,8.0,8.0,4932.75256503131,70997.9957266178,33.6335133250326,0.0,0.0,75964.3818049741,75964.3818049741,1534.82858732091,5411.13164570226,11.1801270621199,0.0,0.0,6957.14036008529,6957.14036008529,1,1,V. O. Chidambaranar (Tuticorin),0,6957.14036008529,,
port137,MOZ,Africa,-19.8110704,34.83983895,574,182,197,33,0,161,Mineral Products,Vegetable Products,Metals,46.04,11.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Beira,0,0.0,,
port182,PHL,Asia & Pacific,8.517492767,124.752947,720,320,12,148,0,239,Mineral Products,Machinery & Electrical Equipment,Prepared Foodstuffs & Beverages,1.58,1.73,2.0,0.0,2.0,0.0,1.0,4.0,5.0,7407.42102528718,0.0,0.0,0.0,0.0,7407.42102528718,7407.42102528718,1229.5295691368,0.0,0.0,0.0,0.0,1229.5295691368,1229.5295691368,1,1,Buco,0,1229.5295691368,,
port205,NGA,Africa,5.007882924,8.325139169,145,0,37,17,0,90,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.8,4.68,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Calabar,0,0.0,,
port207,IND,Asia & Pacific,22.53574401,88.29958111,739,478,4,242,1,12,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.34,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Calcutta,0,0.0,,
port212,USA,North America,28.41097835,-80.61594935,203,5,82,56,4,54,Mineral Products,Wood & Wood Products,Stone & Glass,0.55,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Canaveral Harbor,0,0.0,,
port227,CHN,Asia & Pacific,31.75778041,120.9642729,658,46,246,353,1,10,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.24,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Changshu,0,0.0,,
port238,TWN,Asia & Pacific,25.14717994,121.7520059,3431,2467,243,505,30,184,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,5.23,3.71,9.0,0.0,3.0,0.0,0.0,12.0,12.0,9645.33134929278,0.0,756.751238041777,0.0,0.0,10402.0825873346,10402.0825873346,949.347347551586,0.0,319.052538200278,0.0,0.0,1268.39988575186,1268.39988575186,1,1,Keelung,0,1268.39988575186,,
port241,BGD,Asia & Pacific,22.2812458,91.81385427,2400,1248,322,343,28,458,Mineral Products,Vegetable Products,Textiles & Footwear,96.39,72.14,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2490.87752602133,0.0,0.0,0.0,2546.12971064543,2490.87752602133,5037.00723666676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Chittagong,0,0.0,,
port251,BHS,North America,25.00515191,-77.54462513,189,0,13,3,0,173,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,5.6,0.66,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,759.698042554234,0.0,759.698042554234,0.0,0.0,0.0,0.0,283.536797993725,0.0,283.536797993725,1,1,Clifton Pier,0,283.536797993725,,
port271,IND,Asia & Pacific,21.70299817,72.57511466,734,16,243,126,4,343,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",4.53,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Dahej,0,0.0,,
port277,CHN,Asia & Pacific,39.81024914,124.1468591,479,6,283,184,0,5,Mineral Products,Vegetable Products,Wood & Wood Products,0.62,0.25,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76537.4584917602,0.0,0.0,0.0,76537.4584917602,76537.4584917602,1,1,Dandong,0,76537.4584917602,,
port290,IND,Asia & Pacific,20.82773698,86.9595015,358,0,351,7,0,0,Mineral Products,Chemical & Allied Industries,Vegetable Products,3.19,3.19,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43432.9153054623,0.0,0.0,0.0,43432.9153054623,43432.9153054623,1,1,Dhamra Port,0,43432.9153054623,,
port340,MDG,Africa,-25.06680991,46.96379773,78,0,25,34,0,18,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.53,66.67,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Faradofay,0,0.0,,
port370,CHN,Asia & Pacific,25.77760491,119.4743241,2032,967,336,200,5,522,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.4,0.64,5.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,488.695563966865,0.0,0.0,488.695563966865,488.695563966865,6500.33242820164,0.0,0.0,0.0,0.0,6500.33242820164,6500.33242820164,1,1,Fuzhou,0,6500.33242820164,,
port423,CHN,Asia & Pacific,21.69554902,111.8415794,494,1,331,50,0,110,Mineral Products,Metals,Prepared Foodstuffs & Beverages,0.46,0.07,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,29708.6486904058,0.0,0.0,0.0,29708.6486904058,29708.6486904058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Guangdong Yangjiang Port,0,0.0,,
port438,CHN,Asia & Pacific,28.83311121,121.5625881,88,2,13,23,0,49,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098.25371763612,0.0,2098.25371763612,1,1,Haimen,0,2098.25371763612,,
port439,JPN,Asia & Pacific,33.63170193,130.3976497,4918,1620,232,930,941,1193,Mineral Products,Vegetable Products,Wood & Wood Products,0.76,1.78,5.0,0.0,1.0,3.0,2.0,9.0,11.0,6042.80244689901,0.0,0.0,0.0,3443.25255167826,6042.80244689901,9486.05499857727,4387.3554172344,0.0,0.0,3295.05624713789,0.0,7682.41166437228,7682.41166437228,1,1,Hakata,0,7682.41166437228,,
port482,TWN,Asia & Pacific,23.98211049,121.6278977,174,0,69,95,0,10,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.24,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Hualien,0,0.0,,
port511,IND,Asia & Pacific,17.29523509,73.21867272,611,0,205,388,0,18,Mineral Products,Chemical & Allied Industries,Vegetable Products,2.47,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Jaigad Port,0,0.0,,
port545,JPN,Asia & Pacific,33.47638831,129.9549216,318,0,120,62,1,133,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.07,0.04,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Karatsu,0,0.0,,
port61,GUM,Asia & Pacific,13.4602817,144.6753643,322,143,13,68,23,73,Wood & Wood Products,Mineral Products,Animal & Animal Products,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,Apra Harbor,0,0.0,,
port629,USA,North America,30.19064745,-93.31148796,681,1,95,48,0,536,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.61,1.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6775.14226093906,0.0,6775.14226093906,1,1,Lake Charles,0,6775.142260939059,,
port636,FJI,Asia & Pacific,-17.60674719,177.4412092,364,160,15,45,0,143,Prepared Foodstuffs & Beverages,Wood & Wood Products,Mineral Products,45.49,58.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Lautoka,0,0.0,,
port669,VUT,Asia & Pacific,-15.51471654,167.1900857,69,25,0,40,0,4,Animal & Animal Products,Mineral Products,Prepared Foodstuffs & Beverages,28.95,29.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Luganville (Santo),0,0.0,,
port694,PHL,Asia & Pacific,14.59160879,120.8723998,8441,2655,1193,2638,85,1868,Mineral Products,Metals,Vegetable Products,56.39,57.79,4.0,2.0,13.0,1.0,1.0,20.0,21.0,14126.0201133209,3528.69563048653,12005.9947352677,648.992260342979,0.0,30309.7027394182,30309.7027394182,0.0,12870.2484577386,0.0,0.0,0.0,12870.2484577386,12870.2484577386,1,1,Manila,0,12870.248457738599,,
port7,MEX,North America,16.84281811,-99.8724081,101,0,0,1,14,85,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.26,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Acapulco,0,0.0,,
port776,IND,Asia & Pacific,18.91732276,72.93965039,6050,1909,1088,1431,93,1528,Mineral Products,Chemical & Allied Industries,Vegetable Products,13.07,9.7,3.0,3.0,3.0,0.0,3.0,9.0,12.0,17418.1172931356,5411.22812844904,0.0,0.0,40059.6180289564,22829.3454215847,62888.9634505411,1924.98741518721,0.0,0.0,0.0,10236.9531355327,1924.98741518721,12161.9405507199,1,1,Mumbai-Jawaharlal Nehru (Nhava Sheva),0,12161.9405507199,,
port836,TON,Asia & Pacific,-21.13871037,-175.1811695,160,64,0,54,0,41,Mineral Products,Animal & Animal Products,Prepared Foodstuffs & Beverages,93.64,84.52,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1868.06509417195,0.0,0.0,0.0,0.0,1868.06509417195,1868.06509417195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Nuku'alofa,0,0.0,,
port896,MOZ,Africa,-12.96679021,40.48677495,116,6,45,41,0,23,Mineral Products,Metals,Vegetable Products,0.9,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Pemba,0,0.0,,
port905,MEX,North America,24.27059407,-110.3307462,406,0,83,76,0,246,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.94,0.38,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.67622230813,0.0,2580.67622230813,1,1,Pichilingue,0,2580.6762223081296,,
port94,NCL,Asia & Pacific,-21.4003154,165.8330009,29,0,29,0,0,0,Mineral Products,"Plastics, Rubber, Leather",Chemical & Allied Industries,0.02,16.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Baie De Kouaoua,0,0.0,,
port961,MMR,Asia & Pacific,19.36256828,93.68246844,11,0,0,0,0,11,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",21.41,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Kyaukpyu,0,0.0,,
port980,VUT,Asia & Pacific,-17.75583988,168.3019318,121,58,0,40,0,22,Animal & Animal Products,Mineral Products,Prepared Foodstuffs & Beverages,71.05,70.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Port Vila,0,0.0,,
port0,AUS,Asia & Pacific,-19.89375525,148.0776204,367,0,367,0,0,0,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.09,2.09,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35710.6812467907,0.0,0.0,0.0,35710.6812467907,35710.6812467907,0,1,Abbot Point,0,,367.0,367.0
port1,DNK,Europe,55.04254248,9.428136552,360,23,62,185,0,88,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,7.25,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Aabenraa,0,,360.0,360.0
port10,MAR,Africa,30.43857835,-9.649161718,577,204,65,116,0,191,Mineral Products,Chemical & Allied Industries,Vegetable Products,3.26,2.81,2.0,0.0,0.0,0.0,3.0,2.0,5.0,276.44233387799,0.0,0.0,0.0,5840.99937150338,276.44233387799,6117.44170538137,838.706819667292,0.0,0.0,0.0,0.0,838.706819667292,838.706819667292,0,1,Agadir,0,,0.0,0.0
port100,AZE,Europe,40.28461052,49.73252397,1661,3,27,797,0,833,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",100.0,100.0,0.0,2.0,1.0,0.0,13.0,3.0,16.0,0.0,285.15506370349,0.0,0.0,9384.91954497284,285.15506370349,9670.07460867633,0.0,285.15506370349,1405.34942864382,0.0,10240.1241273636,1690.50449234731,11930.6286197109,0,1,Baku Port,0,,0.0,0.0
port1000,BRA,South America,-9.679541135,-35.72300929,225,0,84,7,0,133,Chemical & Allied Industries,Mineral Products,Prepared Foodstuffs & Beverages,0.53,0.24,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6887.11662450732,0.0,6887.11662450732,0,1,Porto De Maceio,0,,225.0,450.0
port1001,BRA,South America,-3.713436299,-38.4715357,454,50,90,20,0,292,Mineral Products,Metals,Vegetable Products,1.48,0.21,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1784.78221775594,0.0,1784.78221775594,0.0,0.0,0.0,0.0,4927.07895036505,0.0,4927.07895036505,0,1,Porto De Mucuripe,0,,0.0,0.0
port1002,BRA,South America,-8.389473356,-34.97291034,1455,475,56,35,55,834,Mineral Products,Chemical & Allied Industries,Wood & Wood Products,5.31,0.9,0.0,1.0,0.0,0.0,4.0,1.0,5.0,0.0,35836.0248781565,0.0,0.0,8280.15581610623,35836.0248781565,44116.1806942627,0.0,0.0,0.0,0.0,12330.3665241801,0.0,12330.3665241801,0,1,Porto De Suape,0,,0.0,0.0
port1003,ITA,Europe,45.21278514,12.26985918,243,6,51,184,0,0,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.27,0.21,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,6366.28558531796,0.0,0.0,6366.28558531796,6366.28558531796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Chioggia,0,,0.0,0.0
port1004,ITA,Europe,44.45944499,12.25275668,2145,379,493,729,20,523,Mineral Products,Metals,Vegetable Products,7.81,2.61,0.0,7.0,6.0,0.0,1.0,13.0,14.0,0.0,91564.0619021491,17305.2519487427,0.0,4964.67131834511,108869.313850892,113833.985169237,0.0,15366.8140740206,2643.07260017276,0.0,0.0,18009.8866741934,18009.8866741934,0,1,Ravenna,0,,0.0,0.0
port1005,ITA,Europe,45.45052227,12.24239331,2276,673,373,563,25,641,Mineral Products,Metals,Chemical & Allied Industries,6.37,3.6,2.0,3.0,5.0,0.0,3.0,10.0,13.0,1122.61007880852,48364.7687959435,3941.84383982208,0.0,448.011572615565,53429.2227145741,53877.2342871897,4374.34472320915,0.0,8827.83787328329,0.0,1857.18592357968,13202.1825964924,15059.3685200721,0,1,Porto Di Lido-Venezia,0,,0.0,0.0
port1006,ITA,Europe,45.33112972,12.32719834,901,356,37,212,19,275,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",2.06,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Malamocco,0,,901.0,901.0
port1007,ITA,Europe,39.8641519,8.560153432,143,7,22,97,0,15,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,0.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Oristano,0,,143.0,286.0
port1008,ITA,Europe,38.1302104,13.36777406,452,136,2,196,0,117,Mineral Products,Wood & Wood Products,Vegetable Products,0.28,0.24,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1818.58242540561,0.0,0.0,1818.58242540561,1818.58242540561,0.0,0.0,0.0,0.0,1088.07761569522,0.0,1088.07761569522,0,1,Palermo,0,,0.0,0.0
port1009,CPV,Africa,16.89422079,-24.99565966,592,84,113,202,3,189,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,44.11,93.11,0.0,0.0,3.0,1.0,3.0,4.0,7.0,0.0,0.0,0.0,119.878525596787,0.0,119.878525596787,119.878525596787,0.0,0.0,0.0,179.517101188697,0.0,179.517101188697,179.517101188697,0,1,Porto Grande,0,,472.121474403213,944.242948806426
port101,PAN,North America,8.95532195,-79.56547193,2327,1612,20,23,91,579,Mineral Products,Vegetable Products,Chemical & Allied Industries,25.0,20.82,6.0,1.0,1.0,0.0,4.0,8.0,12.0,12703.3510367868,15435.6125880125,0.0,0.0,1238.49762710003,28138.9636247993,29377.4612518993,5551.90333590264,0.0,1808.16685830345,0.0,516.641008888291,7360.0701942061,7876.71120309439,0,1,Balboa,0,,0.0,0.0
port1010,BRA,South America,-3.538117253,-38.80469227,687,390,207,47,0,41,Wood & Wood Products,Mineral Products,Metals,5.02,0.69,1.0,2.0,1.0,0.0,0.0,4.0,4.0,5235.34230390405,120767.969387961,0.0,0.0,0.0,126003.311691865,126003.311691865,0.0,0.0,8168.73485412424,0.0,0.0,8168.73485412424,8168.73485412424,0,1,Porto Pecem,0,,0.0,0.0
port1011,ITA,Europe,40.83365381,8.359909225,178,43,23,60,0,50,Mineral Products,Metals,Vegetable Products,0.99,0.34,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,44584.7293055806,0.0,0.0,0.0,44584.7293055806,44584.7293055806,422.154976165919,0.0,0.0,0.0,0.0,422.154976165919,422.154976165919,0,1,Porto Torres,0,,0.0,0.0
port1012,BRA,South America,-19.8395104,-40.05809138,267,43,24,162,0,37,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.1,1.24,0.0,1.0,3.0,0.0,1.0,4.0,5.0,0.0,6344.34660934579,2793.82681044668,0.0,0.0,9138.17341979247,9138.17341979247,0.0,0.0,24273.8843312658,0.0,0.0,24273.8843312658,24273.8843312658,0,1,Portocel,0,,0.0,0.0
port1013,ITA,Europe,42.93701819,10.54495084,222,8,28,172,0,12,Metals,Mineral Products,Vehicles & Equipment,0.58,0.31,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,1925.23540308842,0.0,0.0,1925.23540308842,1925.23540308842,0.0,0.0,2758.94611674793,0.0,0.0,2758.94611674793,2758.94611674793,0,1,Piombino,0,,0.0,0.0
port1014,GBR,Europe,50.80555434,-1.107423076,415,114,4,144,0,153,Vegetable Products,Mineral Products,Prepared Foodstuffs & Beverages,0.09,0.18,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,69.0121417530261,0.0,1405.21219462166,69.0121417530261,1474.22433637468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Portsmouth Harbour,0,,0.0,0.0
port1015,FIN,Europe,60.31212422,25.53603861,1159,4,0,40,0,1114,Mineral Products,Chemical & Allied Industries,Metals,40.67,20.92,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,6672.35934943286,0.0,6672.35934943286,0.0,0.0,0.0,0.0,31175.0523137478,0.0,31175.0523137478,0,1,Skoldvik,0,,0.0,0.0
port1016,GEO,Europe,42.15927035,41.65710885,831,221,67,420,34,88,Mineral Products,Vegetable Products,Chemical & Allied Industries,57.85,30.62,1.0,0.0,5.0,1.0,0.0,7.0,7.0,2175.50435817488,0.0,1591.48786330541,1691.04746950027,0.0,5458.03969098056,5458.03969098056,71.3038193289102,0.0,8777.32571153706,0.0,0.0,8848.62953086597,8848.62953086597,0,1,Poti,0,,0.0,0.0
port1017,ITA,Europe,40.82286509,14.11641496,5,0,0,4,0,0,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Pozzuoli,0,,5.0,5.0
port1018,PRT,Europe,38.71152974,-27.05278213,287,120,7,130,0,29,Mineral Products,Wood & Wood Products,Vegetable Products,0.7,0.17,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Praia da Vitoria,0,,287.0,574.0
port1019,USA,North America,46.56113916,-87.39431636,151,0,148,3,0,0,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.01,0.15,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5463.59160319766,0.0,0.0,0.0,5463.59160319766,5463.59160319766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Presque Isle,0,,0.0,0.0
port102,IDN,Asia & Pacific,-1.202534486,116.79598,2207,244,383,243,111,1224,Mineral Products,Chemical & Allied Industries,Metals,1.24,12.98,0.0,3.0,2.0,0.0,10.0,5.0,15.0,0.0,0.0,90.2141665282371,0.0,2902.97046326869,90.2141665282371,2993.18462979693,0.0,55116.9271246149,0.0,0.0,7544.06308385264,55116.9271246149,62660.9902084676,0,1,Balikpapan,0,,0.0,0.0
port1020,RUS,Europe,60.33694122,28.73119074,962,0,0,0,0,962,Mineral Products,Chemical & Allied Industries,Metals,0.8,11.34,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2000.74371585139,0.0,2000.74371585139,0.0,0.0,0.0,0.0,64102.1489924208,0.0,64102.1489924208,0,1,Primorsk,0,,0.0,0.0
port1021,CAN,North America,54.26668285,-130.3377598,523,180,278,5,0,58,Mineral Products,Chemical & Allied Industries,Vegetable Products,4.58,9.98,1.0,6.0,1.0,0.0,0.0,8.0,8.0,15214.3376394125,0.0,0.0,0.0,0.0,15214.3376394125,15214.3376394125,0.0,160108.663493855,15901.7129262954,0.0,0.0,176010.37642015,176010.37642015,0,1,Prince Rupert,0,,0.0,0.0
port1022,IDN,Asia & Pacific,-7.71711305,113.4157124,243,0,85,135,0,23,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,1.18,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Probolinggo,0,,243.0,243.0
